content,rating,class,processed_content,processed_content_wt
"Sản phẩm/dịch vụ hoàn toàn khác mô tả. Chất lượng sản phẩm/dịch vụ rất tệ. Đóng gói hàng không cẩn thận/Vé dịch vụ rách, mờ, không rõ thông tin. Thái độ phục vụ của Shop rất kém/Shop không hỗ trợ sử dụng dịch vụ.",1,0,sản phẩm dịch vụ hoàn toàn mô tả chất sản phẩm dịch vụ tệ đóng gói hàng không cẩn thận vé dịch vụ rách mờ không thông thái độ phục vụ shop kém shop không hỗ trợ sử dụng dịch vụ,sản_phẩm dịch_vụ hoàn_toàn mô_tả chất sản_phẩm dịch_vụ tệ đóng_gói hàng_không cẩn_thận vé dịch_vụ rách_mờ không thông_thái_độ phục_vụ shop kém shop không hỗ_trợ sử_dụng dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Chất lượng sản phẩm/dịch vụ khá tốt.,4,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ tương đối giống mô tả. Chất lượng sản phẩm/dịch vụ tương đối tốt.,3,1,sản phẩm dịch vụ tương đối mô tả chất sản phẩm dịch vụ tương đối tốt,sản_phẩm dịch_vụ tương_đối mô_tả chất sản_phẩm dịch_vụ tương_đối tốt
Sản phẩm/dịch vụ hoàn toàn khác mô tả. như ***,1,0,sản phẩm dịch vụ hoàn toàn mô tả,sản_phẩm dịch_vụ hoàn_toàn mô_tả
tốt ?,5,2,tốt,tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Bé tí tẹo teo xộc xà xộc xệch như dở hơi các mẹ ạ,2,0,bé tí tẹo xộc xà xộc xệch dở hơi mẹ,bé tí_tẹo xộc xà_xộc_xệch dở_hơi mẹ
sản phẩm kém chất lượng mỏng ko như kỳ vọng,1,0,sản phẩm kém chất mỏng không kỳ vọng,sản_phẩm kém chất mỏng không kỳ_vọng
sản phẩm quá bé so vs hình ảnh đoàn tàu k có hướng dẫn lắp ghép.,1,0,sản phẩm bé hình ảnh đoàn tàu không hướng lắp ghép,sản_phẩm bé hình_ảnh đoàn tàu không hướng lắp_ghép
Giao hàng nhanh bất ngờ.,5,2,hàng bất ngờ,hàng bất_ngờ
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
Chất lượng cần tốt hơn. đồ chơi quá nhỏ,1,0,chất tốt đồ,chất tốt đồ
Cần đúng với mô tả. Chất lượng cần tốt hơn. xấu tệ hại,1,0,mô tả chất tốt xấu tệ hại,mô_tả chất tốt xấu tệ_hại
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. co xiu y kien nha shop..minh mua cho be gai ma shop gui xe co hinh sieu nhan nhen nua chu...noi chug la cung ok....mig shop xem ky truoc khi gui hang nha.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình shop shop mig shop,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình shop shop mig shop
Đẹp như mô tả. tốt,5,2,đẹp mô tả tốt,đẹp mô_tả tốt
Chất lượng cần tốt hơn. Cần đúng với mô tả. Giao hàng không đúng với mô tả. Cần giao hàng chính xác. Giao bán 1 kiểu giao xe 1 kiểu.xe yếu,2,0,chất tốt mô tả hàng không mô tả hàng xác kiểu kiểu yếu,chất tốt mô_tả hàng_không mô_tả hàng xác kiểu kiểu yếu
"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Great productit carries up to 60kg? like me",5,2,shop tư vấn hướng cực kỳ nhiệt tình productit carries,shop tư_vấn hướng cực_kỳ nhiệt_tình productit carries
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Chất lượng cần tốt hơn.,1,0,chất tốt,chất tốt
Gửi sản phẩm/vé dịch vụ nhanh.,5,2,gửi sản phẩm vé dịch vụ,gửi sản_phẩm vé dịch_vụ
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Chất lượng cần tốt hơn. Bơm xạc không tích điện. Khi nào cắm vào ổ điện thì mới có điện còn xạc 5 tiếng vẫn không vào điện.,2,0,chất tốt bơm xạc không tích điện cắm ổ điện điện xạc tiếng không điện,chất tốt bơm xạc không tích_điện cắm ổ điện điện_xạc tiếng không điện
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Sao bơm màu đỏ ra màu đen,5,2,bơm màu đỏ màu đen,bơm màu đỏ màu đen
Đẹp như mô tả. Đóng gói kỹ lưỡng. Giao hàng nhanh bất ngờ.,5,2,đẹp mô tả đóng gói kỹ lưỡng hàng bất ngờ,đẹp mô_tả đóng_gói kỹ_lưỡng hàng bất_ngờ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt_shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. chúc shop làm ăn phát đạt",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt shop tư vấn hướng cực kỳ nhiệt tình chúc shop phát,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt_shop tư_vấn hướng cực_kỳ nhiệt_tình chúc shop phát
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
tốt,5,2,tốt,tốt
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.,5,2,sản phẩm dịch vụ mô tả tốt đợi,sản_phẩm dịch_vụ mô_tả tốt đợi
Chất lượng sản phẩm/dịch vụ khá tốt.,4,2,chất sản phẩm dịch vụ tốt,chất sản_phẩm dịch_vụ tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình
ok đặt 1.8m gao hàng 1.6m.,5,2,hàng,hàng
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. Phải nói là giày rất đẹp shop nhé!",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ giày đẹp shop,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ giày đẹp shop
"Giao hàng nhanh bất ngờ. Giày rất đẹp,shop bán hàng uy tín,có tâm!",5,2,hàng bất ngờ giày đẹp shop hàng tín tâm,hàng bất_ngờ giày đẹp shop hàng tín_tâm
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ.,5,2,đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ,đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ
Đẹp như mô tả.,5,2,đẹp mô tả,đẹp mô_tả
Chất lượng tuyệt vời.,5,2,chất tuyệt vời,chất tuyệt_vời
"Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Gửi sản phẩm/vé dịch vụ nhanh. Chất lượng sản phẩm/dịch vụ rất tốt. Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi.",5,2,shop tư vấn hướng cực kỳ nhiệt tình gửi sản phẩm vé dịch vụ chất sản phẩm dịch vụ tốt sản phẩm dịch vụ mô tả tốt đợi,shop tư_vấn hướng cực_kỳ nhiệt_tình gửi sản_phẩm vé dịch_vụ chất sản_phẩm dịch_vụ tốt sản_phẩm dịch_vụ mô_tả tốt đợi
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. đẹp giá hop lí",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình đẹp giá lí,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình đẹp giá_lí
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. khăn đẹp giá lại rẻ rất đang mua",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình khăn đẹp giá rẻ,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình khăn đẹp giá rẻ
"Khăn dầy, đáng đồng tiền Cho 10sao luôn",5,2,khăn dầy đồng tiền,khăn dầy đồng_tiền
giao hàng nhanh sp giống mô tả,5,2,hàng mô tả,hàng mô_tả
Đẹp như mô tả. Chất lượng tuyệt vời. Giá tốt.,5,2,đẹp mô tả chất tuyệt vời giá tốt,đẹp mô_tả chất tuyệt_vời giá tốt
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Gửi sản phẩm/vé dịch vụ nhanh.,5,2,sản phẩm dịch vụ mô tả tốt đợi gửi sản phẩm vé dịch vụ,sản_phẩm dịch_vụ mô_tả tốt_đợi gửi sản_phẩm vé dịch_vụ
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. hang rat tot",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
"Chuyên nghiệp, thân thiện. Đẹp như mô tả. Đóng gói kỹ lưỡng. Chất lượng tuyệt vời. Giá tốt. Giao hàng nhanh bất ngờ. 5sao nhé cảm ơn shop giao nhanh ạ",5,2,chuyên nghiệp thân thiện đẹp mô tả đóng gói kỹ lưỡng chất tuyệt vời giá tốt hàng bất ngờ cảm ơn shop,chuyên_nghiệp thân_thiện đẹp mô_tả đóng_gói kỹ_lưỡng chất tuyệt_vời giá tốt hàng bất_ngờ cảm_ơn shop
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. Không có gì ngoài khen",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình không,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình không
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình.",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình
Sản phẩm/dịch vụ giống mô tả. Chất lượng sản phẩm/dịch vụ khá tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop phục vụ khá tốt.,4,2,sản phẩm dịch vụ mô tả chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop phục vụ tốt,sản_phẩm dịch_vụ mô_tả chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop phục_vụ tốt
Chất lượng sản phẩm ok có điều banh nhỏ qua,1,0,chất sản phẩm,chất sản_phẩm
"Sản phẩm/dịch vụ giống mô tả và tốt hơn mong đợi. Chất lượng sản phẩm/dịch vụ rất tốt. Gửi sản phẩm/vé dịch vụ nhanh. Shop tư vấn, hướng dẫn cực kỳ nhiệt tình. sản phẩm y hình rất tốt",5,2,sản phẩm dịch vụ mô tả tốt đợi chất sản phẩm dịch vụ tốt gửi sản phẩm vé dịch vụ shop tư vấn hướng cực kỳ nhiệt tình sản phẩm hình tốt,sản_phẩm dịch_vụ mô_tả tốt đợi chất sản_phẩm dịch_vụ tốt gửi sản_phẩm vé dịch_vụ shop tư_vấn hướng cực_kỳ nhiệt_tình sản_phẩm hình tốt
